customer_id,transaction_date,product_category,quantity,unit_price,discount,total_revenue,customer_type,month,year,day_of_week
4629,2024-07-26,Sports,2,283.05,0.394,377.55,discount_driven,7,2024,Friday
3114,2023-01-07,Electronics,1,1343.21,0.013,1457.79,regular,1,2023,Saturday
8364,2024-09-27,Books,3,8.13,0.053,23.12,high_spender,9,2024,Friday
2677,2024-08-10,Books,2,6.37,0.073,11.8,high_spender,8,2024,Saturday
4094,2024-07-27,Beauty,2,99.9,0.164,167.01,regular,7,2024,Saturday
6873,2023-12-29,Electronics,2,1428.08,0.088,2604.58,regular,12,2023,Friday
3284,2023-04-17,Beauty,2,34.46,0.27,65.44,discount_driven,4,2023,Monday
6052,2023-03-10,Sports,1,278.0,0.198,289.9,regular,3,2023,Friday
8062,2024-05-14,Sports,2,503.98,0.059,948.7,high_spender,5,2024,Tuesday
2589,2023-11-03,Sports,1,133.2,0.39,81.29,discount_driven,11,2023,Friday
3520,2024-11-08,Beauty,3,56.49,0.005,168.7,high_spender,11,2024,Friday
5648,2023-04-22,Clothing,1,146.99,0.258,109.0,discount_driven,4,2023,Saturday
6729,2024-02-07,Beauty,2,29.57,0.072,54.86,high_spender,2,2024,Wednesday
1694,2024-08-01,Beauty,2,32.32,0.284,60.2,discount_driven,8,2024,Thursday
8807,2023-09-29,Electronics,2,774.45,0.05,1912.96,regular,9,2023,Friday
4683,2023-10-02,Beauty,1,100.49,0.027,127.16,regular,10,2023,Monday
7704,2024-11-29,Books,1,32.35,0.096,32.16,regular,11,2024,Friday
8368,2024-02-09,Books,2,18.9,0.119,33.31,regular,2,2024,Friday
2971,2023-07-29,Electronics,1,489.64,0.045,467.77,high_spender,7,2023,Saturday
9055,2023-10-06,Clothing,1,122.64,0.116,119.28,discount_driven,10,2023,Friday
5218,2023-09-21,Clothing,1,206.25,0.184,168.4,discount_driven,9,2023,Thursday
2868,2024-08-14,Books,2,28.07,0.158,47.29,regular,8,2024,Wednesday
2671,2024-04-02,Beauty,2,79.76,0.042,168.09,high_spender,4,2024,Tuesday
2728,2023-07-02,Books,1,34.28,0.053,32.46,regular,7,2023,Sunday
8632,2023-10-12,Sports,1,485.02,0.358,311.29,discount_driven,10,2023,Thursday
7403,2024-05-11,Sports,2,349.23,0.189,566.55,regular,5,2024,Saturday
7092,2024-01-02,Sports,2,359.5,0.096,649.77,regular,1,2024,Tuesday
3142,2023-06-08,Beauty,1,76.66,0.091,69.69,regular,6,2023,Thursday
7184,2023-03-18,Clothing,2,96.21,0.019,188.77,high_spender,3,2023,Saturday
7010,2024-06-06,Electronics,1,1227.63,0.201,1078.79,discount_driven,6,2024,Thursday
1253,2024-10-27,Beauty,1,103.35,0.108,119.84,regular,10,2024,Sunday
5102,2024-06-19,Electronics,2,1105.35,0.102,1985.67,regular,6,2024,Wednesday
4542,2024-12-01,Sports,2,27.88,0.246,42.02,discount_driven,12,2024,Sunday
3775,2023-10-22,Beauty,1,24.37,0.249,18.32,discount_driven,10,2023,Sunday
8678,2024-11-24,Beauty,1,76.67,0.122,67.33,discount_driven,11,2024,Sunday
7212,2023-10-19,Sports,2,200.42,0.167,334.0,regular,10,2023,Thursday
5637,2024-09-28,Home & Garden,2,278.42,0.197,447.08,regular,9,2024,Saturday
7034,2023-06-02,Sports,2,566.2,0.068,1055.17,high_spender,6,2023,Friday
9457,2024-02-02,Electronics,3,1330.47,0.016,3929.23,high_spender,2,2024,Friday
7476,2023-12-05,Clothing,1,151.3,0.107,135.05,discount_driven,12,2023,Tuesday
4148,2023-04-21,Beauty,1,43.08,0.002,55.89,high_spender,4,2023,Friday
4359,2023-07-31,Clothing,2,128.9,0.106,230.44,regular,7,2023,Monday
2004,2024-01-12,Home & Garden,1,179.26,0.16,165.69,regular,1,2024,Friday
5717,2024-07-01,Clothing,3,285.52,0.07,1035.35,high_spender,7,2024,Monday
4271,2024-06-12,Home & Garden,1,318.56,0.195,333.31,regular,6,2024,Wednesday
1209,2023-11-09,Beauty,2,83.62,0.26,160.98,discount_driven,11,2023,Thursday
6539,2023-05-20,Sports,1,291.7,0.198,233.98,regular,5,2023,Saturday
1153,2024-11-26,Clothing,1,173.19,0.084,158.68,regular,11,2024,Tuesday
4593,2024-12-20,Sports,2,132.73,0.071,271.26,regular,12,2024,Friday
9606,2024-11-17,Beauty,2,103.45,0.024,201.91,regular,11,2024,Sunday
2284,2023-10-12,Clothing,1,30.75,0.23,26.05,discount_driven,10,2023,Thursday
4148,2023-07-22,Electronics,3,125.93,0.024,479.38,high_spender,7,2023,Saturday
1768,2023-03-18,Electronics,2,483.94,0.142,830.52,regular,3,2023,Saturday
6607,2023-07-07,Clothing,2,68.94,0.013,136.15,regular,7,2023,Friday
4202,2024-07-30,Books,2,22.4,0.106,40.04,regular,7,2024,Tuesday
3787,2024-10-19,Clothing,2,149.05,0.21,235.53,discount_driven,10,2024,Saturday
3210,2024-10-11,Books,1,16.9,0.051,16.04,high_spender,10,2024,Friday
8399,2024-02-12,Clothing,2,236.44,0.142,405.58,regular,2,2024,Monday
7338,2023-04-06,Electronics,2,1234.43,0.0,2714.88,regular,4,2023,Thursday
9733,2023-08-23,Beauty,4,124.67,0.066,465.97,high_spender,8,2023,Wednesday
1358,2023-02-03,Sports,1,558.91,0.101,653.06,discount_driven,2,2023,Friday
1849,2023-12-13,Clothing,2,226.28,0.012,447.08,regular,12,2023,Wednesday
8498,2024-12-27,Clothing,1,237.85,0.049,226.18,regular,12,2024,Friday
5522,2023-05-05,Sports,4,759.45,0.081,2792.96,high_spender,5,2023,Friday
3544,2023-07-08,Books,1,39.62,0.141,34.02,regular,7,2023,Saturday
2831,2023-08-04,Beauty,1,85.57,0.387,52.49,discount_driven,8,2023,Friday
2472,2024-12-13,Sports,2,363.51,0.174,600.32,regular,12,2024,Friday
1329,2024-09-11,Beauty,2,63.96,0.064,119.76,regular,9,2024,Wednesday
6851,2023-11-01,Books,1,16.38,0.18,13.43,regular,11,2023,Wednesday
8032,2023-08-30,Books,2,31.33,0.28,45.13,discount_driven,8,2023,Wednesday
6266,2023-07-01,Electronics,4,155.67,0.068,580.49,high_spender,7,2023,Saturday
5354,2023-03-03,Clothing,2,168.27,0.237,282.47,discount_driven,3,2023,Friday
7435,2023-12-04,Sports,2,69.74,0.132,121.11,regular,12,2023,Monday
8978,2023-09-25,Sports,1,572.25,0.079,579.64,regular,9,2023,Monday
5238,2023-08-23,Home & Garden,2,135.73,0.262,200.38,discount_driven,8,2023,Wednesday
7112,2023-10-01,Home & Garden,1,298.43,0.158,251.21,regular,10,2023,Sunday
5722,2024-09-25,Books,1,39.3,0.073,36.45,regular,9,2024,Wednesday
2388,2023-09-05,Beauty,1,82.98,0.156,70.03,regular,9,2023,Tuesday
5185,2023-12-04,Home & Garden,2,200.59,0.324,271.3,discount_driven,12,2023,Monday
9911,2024-11-09,Electronics,1,1183.95,0.165,1087.39,discount_driven,11,2024,Saturday
4235,2024-08-11,Electronics,2,70.24,0.087,128.31,regular,8,2024,Sunday
5576,2024-11-06,Clothing,2,88.12,0.024,172.01,regular,11,2024,Wednesday
2100,2023-04-08,Beauty,1,61.67,0.157,67.57,discount_driven,4,2023,Saturday
9864,2024-08-11,Beauty,4,115.75,0.075,428.32,high_spender,8,2024,Sunday
9708,2024-09-21,Clothing,2,168.96,0.15,287.07,regular,9,2024,Saturday
3532,2023-03-17,Electronics,2,560.43,0.136,1065.25,discount_driven,3,2023,Friday
8770,2024-07-26,Electronics,1,327.34,0.224,330.01,discount_driven,7,2024,Friday
4670,2024-06-13,Home & Garden,2,275.17,0.227,425.6,discount_driven,6,2024,Thursday
1781,2023-02-19,Beauty,2,27.34,0.24,41.54,discount_driven,2,2023,Sunday
4523,2023-10-26,Electronics,1,1560.39,0.14,1342.25,regular,10,2023,Thursday
7131,2024-02-08,Beauty,1,102.54,0.146,87.61,regular,2,2024,Thursday
5782,2023-08-06,Electronics,4,959.39,0.032,3713.54,high_spender,8,2023,Sunday
5995,2023-05-23,Clothing,2,128.15,0.197,226.4,regular,5,2023,Tuesday
2501,2024-09-20,Clothing,1,122.15,0.065,114.23,high_spender,9,2024,Friday
4080,2024-12-22,Electronics,1,898.82,0.03,872.0,regular,12,2024,Sunday
1502,2024-02-03,Home & Garden,2,247.06,0.129,559.22,regular,2,2024,Saturday
4885,2024-12-21,Home & Garden,2,119.44,0.064,223.66,regular,12,2024,Saturday
9009,2024-04-08,Beauty,2,23.84,0.007,52.09,regular,4,2024,Monday
1623,2023-02-20,Clothing,1,26.59,0.1,23.93,regular,2,2023,Monday
2050,2024-12-29,Clothing,2,27.28,0.333,36.4,discount_driven,12,2024,Sunday
8385,2023-03-07,Electronics,2,946.06,0.206,1502.94,discount_driven,3,2023,Tuesday
7081,2024-08-21,Sports,2,125.09,0.097,225.82,regular,8,2024,Wednesday
6484,2024-10-23,Books,2,22.95,0.1,45.41,regular,10,2024,Wednesday
4772,2024-04-09,Beauty,1,59.14,0.132,51.35,regular,4,2024,Tuesday
4916,2024-01-30,Clothing,2,50.7,0.094,91.82,high_spender,1,2024,Tuesday
5018,2023-12-09,Books,2,9.3,0.002,18.55,high_spender,12,2023,Saturday
2329,2023-08-04,Clothing,1,46.08,0.127,44.24,regular,8,2023,Friday
5114,2023-05-13,Sports,2,610.27,0.041,1170.94,regular,5,2023,Saturday
4367,2024-05-12,Sports,1,431.29,0.183,352.47,discount_driven,5,2024,Sunday
9095,2023-12-07,Books,3,34.61,0.079,124.32,high_spender,12,2023,Thursday
6141,2023-09-01,Sports,2,174.0,0.311,263.59,discount_driven,9,2023,Friday
4951,2024-11-05,Electronics,2,1391.44,0.139,3116.51,discount_driven,11,2024,Tuesday
6084,2024-01-19,Beauty,2,44.71,0.122,86.42,discount_driven,1,2024,Friday
2573,2023-08-23,Beauty,2,50.02,0.254,74.61,discount_driven,8,2023,Wednesday
3634,2023-04-14,Books,1,22.91,0.037,22.06,regular,4,2023,Friday
3768,2023-07-13,Electronics,4,1482.53,0.01,7631.03,high_spender,7,2023,Thursday
6302,2023-08-03,Clothing,1,126.65,0.068,117.99,regular,8,2023,Thursday
7250,2023-05-20,Clothing,2,39.43,0.391,48.01,discount_driven,5,2023,Saturday
2211,2024-07-07,Electronics,2,256.13,0.343,437.78,discount_driven,7,2024,Sunday
9967,2023-06-18,Sports,1,410.29,0.041,511.38,high_spender,6,2023,Sunday
6955,2024-07-23,Electronics,1,758.33,0.146,841.44,regular,7,2024,Tuesday
2160,2024-09-07,Electronics,2,1306.93,0.333,2265.95,discount_driven,9,2024,Saturday
6977,2023-08-30,Electronics,4,765.39,0.009,3033.8,high_spender,8,2023,Wednesday
8041,2023-06-06,Books,1,24.73,0.123,21.69,regular,6,2023,Tuesday
3383,2023-07-11,Beauty,2,10.36,0.008,20.56,regular,7,2023,Tuesday
6876,2024-04-25,Home & Garden,2,95.06,0.167,205.77,regular,4,2024,Thursday
4540,2024-07-18,Clothing,1,57.35,0.144,49.09,regular,7,2024,Thursday
5635,2023-10-20,Electronics,1,1471.36,0.167,1348.12,regular,10,2023,Friday
2095,2023-08-10,Sports,2,462.39,0.13,1046.46,discount_driven,8,2023,Thursday
6901,2023-11-11,Clothing,2,205.28,0.275,297.62,discount_driven,11,2023,Saturday
9215,2024-07-01,Beauty,1,61.27,0.148,52.18,regular,7,2024,Monday
2079,2023-01-20,Electronics,2,172.97,0.124,302.89,regular,1,2023,Friday
9370,2024-01-05,Beauty,1,27.17,0.091,24.71,regular,1,2024,Friday
3847,2024-12-06,Beauty,1,76.6,0.024,74.8,regular,12,2024,Friday
2960,2023-01-29,Beauty,2,69.34,0.113,123.06,regular,1,2023,Sunday
2473,2024-01-28,Sports,4,234.52,0.02,919.18,high_spender,1,2024,Sunday
5888,2024-12-12,Clothing,2,168.51,0.381,208.68,discount_driven,12,2024,Thursday
5979,2024-04-12,Home & Garden,1,212.37,0.157,232.85,regular,4,2024,Friday
2212,2024-07-11,Books,2,21.93,0.154,37.1,regular,7,2024,Thursday
6697,2024-01-30,Clothing,1,118.83,0.347,77.58,discount_driven,1,2024,Tuesday
1419,2023-02-27,Beauty,2,38.0,0.305,52.81,discount_driven,2,2023,Monday
4659,2024-07-03,Electronics,1,960.56,0.116,934.05,regular,7,2024,Wednesday
6283,2024-03-20,Books,1,39.35,0.085,46.79,high_spender,3,2024,Wednesday
2340,2023-09-22,Beauty,2,51.41,0.168,85.59,regular,9,2023,Friday
6137,2023-10-14,Home & Garden,2,221.88,0.061,416.84,high_spender,10,2023,Saturday
6189,2023-08-12,Electronics,1,267.33,0.033,258.56,regular,8,2023,Saturday
2361,2023-03-26,Electronics,2,439.87,0.112,780.84,discount_driven,3,2023,Sunday
1591,2023-09-22,Books,1,26.66,0.192,21.54,regular,9,2023,Friday
1526,2024-11-19,Home & Garden,1,234.05,0.149,219.03,regular,11,2024,Tuesday
8855,2024-06-13,Clothing,3,292.79,0.072,815.44,high_spender,6,2024,Thursday
2292,2024-04-02,Beauty,1,107.53,0.032,104.07,high_spender,4,2024,Tuesday
2654,2024-09-11,Clothing,1,222.85,0.032,237.28,regular,9,2024,Wednesday
1187,2024-09-20,Books,1,8.81,0.182,7.21,regular,9,2024,Friday
3758,2024-10-07,Home & Garden,1,189.01,0.177,155.61,discount_driven,10,2024,Monday
9720,2024-01-31,Sports,2,87.95,0.001,175.79,regular,1,2024,Wednesday
9625,2024-01-27,Books,3,42.56,0.042,159.04,high_spender,1,2024,Saturday
7431,2023-08-19,Beauty,1,69.2,0.217,54.21,discount_driven,8,2023,Saturday
7037,2024-04-09,Sports,1,501.61,0.11,446.48,regular,4,2024,Tuesday
9494,2024-01-08,Clothing,2,194.11,0.163,324.93,regular,1,2024,Monday
5182,2023-12-04,Beauty,2,88.21,0.022,189.82,regular,12,2023,Monday
7973,2023-06-08,Home & Garden,2,240.12,0.073,444.94,high_spender,6,2023,Thursday
1437,2023-08-16,Electronics,3,1270.94,0.09,3471.41,high_spender,8,2023,Wednesday
1832,2023-08-19,Books,2,21.98,0.106,39.31,discount_driven,8,2023,Saturday
9988,2024-03-18,Electronics,1,486.71,0.13,550.53,regular,3,2024,Monday
9751,2023-01-16,Home & Garden,1,137.41,0.002,137.14,regular,1,2023,Monday
9953,2024-04-08,Beauty,1,27.16,0.123,30.96,regular,4,2024,Monday
6794,2023-10-10,Sports,1,394.32,0.063,406.36,regular,10,2023,Tuesday
4574,2024-12-18,Beauty,2,84.75,0.391,103.3,discount_driven,12,2024,Wednesday
4785,2024-10-08,Home & Garden,1,100.99,0.085,92.37,regular,10,2024,Tuesday
6220,2024-12-25,Clothing,2,110.05,0.169,182.99,discount_driven,12,2024,Wednesday
8750,2024-08-03,Clothing,2,77.44,0.093,182.66,regular,8,2024,Saturday
7818,2024-06-26,Electronics,2,999.01,0.386,1227.12,discount_driven,6,2024,Wednesday
1684,2023-04-17,Electronics,3,170.17,0.015,553.4,high_spender,4,2023,Monday
5233,2023-04-26,Electronics,1,991.07,0.036,955.19,regular,4,2023,Wednesday
1577,2024-06-12,Home & Garden,1,300.75,0.029,292.1,regular,6,2024,Wednesday
9007,2024-01-07,Sports,2,307.29,0.173,660.55,regular,1,2024,Sunday
1227,2023-09-18,Beauty,2,109.84,0.043,210.27,regular,9,2023,Monday
3328,2024-03-28,Beauty,1,76.32,0.125,66.75,regular,3,2024,Thursday
3731,2024-09-18,Beauty,2,42.98,0.257,63.84,discount_driven,9,2024,Wednesday
1430,2023-07-12,Electronics,1,1032.85,0.004,1028.96,high_spender,7,2023,Wednesday
2709,2024-05-31,Books,1,33.68,0.16,31.11,regular,5,2024,Friday
6782,2023-02-23,Sports,2,262.72,0.029,663.56,regular,2,2023,Thursday
2234,2024-07-11,Electronics,1,1322.98,0.035,1277.03,regular,7,2024,Thursday
9493,2023-12-19,Beauty,1,108.59,0.008,107.7,high_spender,12,2023,Tuesday
6205,2024-11-03,Electronics,1,539.57,0.065,655.92,regular,11,2024,Sunday
2420,2023-02-25,Electronics,2,1508.65,0.146,2575.29,regular,2,2023,Saturday
1768,2023-08-19,Books,2,15.92,0.072,29.53,regular,8,2023,Saturday
7034,2023-03-23,Beauty,2,43.09,0.126,75.33,discount_driven,3,2023,Thursday
9635,2023-12-05,Home & Garden,3,337.62,0.027,985.94,high_spender,12,2023,Tuesday
4104,2024-07-14,Sports,2,246.93,0.171,409.26,discount_driven,7,2024,Sunday
5355,2023-09-19,Electronics,1,1194.78,0.056,1465.52,regular,9,2023,Tuesday
4305,2024-07-10,Clothing,2,179.47,0.23,276.23,discount_driven,7,2024,Wednesday
2538,2024-05-08,Books,3,5.07,0.02,14.88,high_spender,5,2024,Wednesday
2331,2023-04-07,Home & Garden,2,284.41,0.111,657.69,regular,4,2023,Friday
9168,2023-08-03,Sports,1,677.22,0.043,648.07,high_spender,8,2023,Thursday
7939,2024-10-22,Books,1,39.75,0.108,39.01,regular,10,2024,Tuesday
9261,2024-11-17,Books,2,34.84,0.16,58.51,discount_driven,11,2024,Sunday
6558,2023-01-02,Books,1,11.62,0.13,10.12,discount_driven,1,2023,Monday
6944,2023-05-02,Electronics,1,793.43,0.156,870.86,regular,5,2023,Tuesday
8126,2023-04-03,Beauty,2,83.07,0.155,140.31,regular,4,2023,Monday
1480,2023-12-15,Electronics,1,1263.41,0.031,1591.65,regular,12,2023,Friday
6263,2024-04-24,Books,1,39.25,0.087,35.86,regular,4,2024,Wednesday
5094,2023-08-08,Books,2,49.78,0.068,92.81,high_spender,8,2023,Tuesday
7167,2024-03-02,Clothing,1,173.44,0.07,209.62,regular,3,2024,Saturday
3793,2023-05-22,Sports,1,205.11,0.155,173.28,regular,5,2023,Monday
3892,2024-01-31,Beauty,1,52.58,0.279,49.25,discount_driven,1,2024,Wednesday
2198,2023-04-18,Electronics,1,1029.81,0.082,944.94,regular,4,2023,Tuesday
9011,2023-02-09,Home & Garden,1,35.01,0.137,30.21,regular,2,2023,Thursday
3372,2024-07-08,Electronics,1,1772.61,0.082,1626.87,high_spender,7,2024,Monday
2892,2024-04-04,Sports,2,417.14,0.211,658.63,discount_driven,4,2024,Thursday
6790,2023-09-21,Beauty,1,59.91,0.148,51.04,regular,9,2023,Thursday
2883,2023-03-17,Clothing,2,123.69,0.018,267.21,regular,3,2023,Friday
6467,2024-07-25,Sports,1,217.22,0.163,181.91,regular,7,2024,Thursday
1797,2024-12-02,Electronics,2,281.51,0.236,430.1,discount_driven,12,2024,Monday
9209,2024-12-24,Sports,2,163.34,0.032,316.2,regular,12,2024,Tuesday
9235,2023-09-07,Home & Garden,2,223.83,0.12,393.74,regular,9,2023,Thursday
1154,2024-10-27,Sports,4,774.43,0.014,3971.98,high_spender,10,2024,Sunday
5962,2024-12-30,Electronics,1,1008.46,0.328,677.8,discount_driven,12,2024,Monday
5080,2023-05-13,Electronics,1,844.96,0.334,731.14,discount_driven,5,2023,Saturday
9050,2023-10-07,Clothing,1,165.63,0.089,150.83,regular,10,2023,Saturday
6947,2023-02-20,Home & Garden,1,142.68,0.339,122.63,discount_driven,2,2023,Monday
5320,2023-02-27,Books,1,39.98,0.127,45.4,regular,2,2023,Monday
2892,2024-09-30,Home & Garden,2,129.69,0.256,212.29,discount_driven,9,2024,Monday
4424,2023-09-04,Clothing,1,36.73,0.182,39.05,regular,9,2023,Monday
3015,2024-06-22,Beauty,3,110.3,0.009,327.76,high_spender,6,2024,Saturday
7673,2023-09-10,Clothing,1,160.2,0.178,131.74,regular,9,2023,Sunday
7032,2023-06-30,Electronics,2,374.49,0.149,637.69,regular,6,2023,Friday
5833,2024-11-21,Electronics,4,864.99,0.067,3228.38,high_spender,11,2024,Thursday
1565,2023-07-04,Clothing,1,15.7,0.114,18.08,discount_driven,7,2023,Tuesday
8412,2024-10-23,Beauty,1,63.04,0.296,44.41,discount_driven,10,2024,Wednesday
3018,2023-11-07,Books,1,17.63,0.001,17.61,high_spender,11,2023,Tuesday
3314,2023-10-06,Sports,2,426.46,0.17,707.93,discount_driven,10,2023,Friday
5412,2024-09-25,Electronics,1,165.13,0.041,158.4,regular,9,2024,Wednesday
4883,2024-04-21,Beauty,2,99.32,0.021,194.47,regular,4,2024,Sunday
9216,2024-04-19,Home & Garden,1,52.56,0.293,37.16,discount_driven,4,2024,Friday
7739,2023-07-15,Sports,2,167.75,0.228,258.99,discount_driven,7,2023,Saturday
8902,2023-07-25,Books,1,20.76,0.178,17.06,regular,7,2023,Tuesday
2189,2023-09-08,Clothing,3,275.75,0.026,885.91,high_spender,9,2023,Friday
8156,2024-10-08,Home & Garden,2,296.61,0.075,548.61,regular,10,2024,Tuesday
8342,2024-12-01,Clothing,4,167.48,0.023,654.34,high_spender,12,2024,Sunday
7884,2024-02-29,Books,1,8.75,0.207,6.93,discount_driven,2,2024,Thursday
4157,2023-04-06,Home & Garden,3,406.34,0.052,1156.19,high_spender,4,2023,Thursday
6520,2023-07-08,Beauty,3,85.99,0.036,248.69,high_spender,7,2023,Saturday
2741,2024-08-14,Clothing,1,42.79,0.053,52.66,high_spender,8,2024,Wednesday
4688,2024-01-07,Clothing,1,17.21,0.019,16.89,regular,1,2024,Sunday
8485,2024-05-08,Clothing,2,97.87,0.219,198.84,discount_driven,5,2024,Wednesday
6369,2023-09-02,Sports,2,67.45,0.133,128.61,discount_driven,9,2023,Saturday
6644,2023-03-19,Electronics,3,223.59,0.091,670.94,high_spender,3,2023,Sunday
5023,2024-11-11,Clothing,1,59.51,0.296,41.88,discount_driven,11,2024,Monday
1716,2023-05-03,Clothing,2,58.83,0.263,86.77,discount_driven,5,2023,Wednesday
4967,2023-02-07,Books,1,5.83,0.016,5.74,regular,2,2023,Tuesday
8423,2023-03-16,Beauty,2,71.72,0.19,150.95,regular,3,2023,Thursday
7450,2024-08-25,Beauty,2,85.79,0.128,149.65,discount_driven,8,2024,Sunday
4215,2024-05-09,Electronics,3,1757.85,0.006,5239.67,high_spender,5,2024,Thursday
8825,2024-05-28,Home & Garden,2,333.06,0.09,666.66,regular,5,2024,Tuesday
1390,2023-10-12,Clothing,1,118.41,0.276,111.49,discount_driven,10,2023,Thursday
4037,2024-06-20,Books,1,5.53,0.038,5.85,high_spender,6,2024,Thursday
1232,2023-09-12,Beauty,1,27.17,0.352,17.6,discount_driven,9,2023,Tuesday
4131,2024-04-05,Electronics,2,708.57,0.075,1310.72,high_spender,4,2024,Friday
8634,2024-06-08,Beauty,1,104.86,0.087,95.71,regular,6,2024,Saturday
1233,2024-12-20,Electronics,2,1316.56,0.113,2334.86,discount_driven,12,2024,Friday
2391,2023-03-28,Beauty,2,28.68,0.007,56.99,regular,3,2023,Tuesday
1889,2024-07-01,Clothing,1,168.17,0.124,147.33,regular,7,2024,Monday
8902,2024-06-22,Books,2,14.48,0.152,24.57,regular,6,2024,Saturday
1745,2024-05-07,Beauty,1,73.62,0.144,63.04,regular,5,2024,Tuesday
1427,2023-08-20,Home & Garden,2,10.95,0.017,21.54,regular,8,2023,Sunday
1731,2024-03-02,Books,1,27.46,0.367,17.37,discount_driven,3,2024,Saturday
1799,2023-05-13,Sports,1,387.78,0.152,361.7,regular,5,2023,Saturday
7507,2024-05-26,Sports,1,325.5,0.229,250.88,discount_driven,5,2024,Sunday
8025,2023-10-04,Beauty,2,37.78,0.064,70.75,regular,10,2023,Wednesday
8624,2024-12-13,Books,1,10.1,0.214,7.94,discount_driven,12,2024,Friday
9326,2023-05-27,Clothing,1,232.13,0.089,211.46,high_spender,5,2023,Saturday
6383,2023-03-22,Beauty,2,94.29,0.022,239.72,regular,3,2023,Wednesday
7207,2024-04-04,Home & Garden,2,128.08,0.161,214.84,discount_driven,4,2024,Thursday
3538,2024-05-06,Books,2,33.01,0.151,56.08,discount_driven,5,2024,Monday
4718,2024-05-06,Books,2,10.4,0.275,15.09,discount_driven,5,2024,Monday
9232,2023-11-10,Books,3,35.68,0.04,102.72,high_spender,11,2023,Friday
4367,2024-05-29,Books,1,15.63,0.088,14.25,regular,5,2024,Wednesday
6008,2024-08-29,Home & Garden,1,133.51,0.006,132.73,regular,8,2024,Thursday
6229,2023-04-13,Clothing,2,79.4,0.205,126.32,discount_driven,4,2023,Thursday
8388,2024-07-19,Home & Garden,2,228.17,0.149,427.22,regular,7,2024,Friday
3415,2023-03-30,Electronics,1,410.12,0.011,405.42,regular,3,2023,Thursday
8171,2024-07-31,Home & Garden,1,59.24,0.231,50.08,discount_driven,7,2024,Wednesday
3949,2024-03-25,Books,2,22.21,0.198,35.63,regular,3,2024,Monday
5261,2024-08-31,Books,4,8.24,0.063,30.87,high_spender,8,2024,Saturday
6145,2024-03-02,Home & Garden,1,34.84,0.012,34.44,regular,3,2024,Saturday
4466,2023-10-28,Electronics,2,626.7,0.017,1232.62,regular,10,2023,Saturday
4088,2023-05-11,Beauty,3,64.75,0.03,245.05,high_spender,5,2023,Thursday
2115,2023-07-17,Clothing,1,117.57,0.258,87.29,discount_driven,7,2023,Monday
5578,2023-01-16,Books,4,16.42,0.035,82.43,high_spender,1,2023,Monday
3590,2023-06-13,Sports,1,379.8,0.176,313.11,regular,6,2023,Tuesday
8372,2024-04-22,Sports,2,100.5,0.014,217.9,regular,4,2024,Monday
4573,2024-07-04,Sports,2,219.47,0.149,373.6,regular,7,2024,Thursday
3978,2023-07-22,Books,1,20.48,0.043,19.6,regular,7,2023,Saturday
8313,2023-06-03,Electronics,2,339.0,0.15,633.84,discount_driven,6,2023,Saturday
8022,2024-06-20,Clothing,2,232.28,0.071,431.42,regular,6,2024,Thursday
5975,2024-12-25,Clothing,2,136.2,0.096,320.19,regular,12,2024,Wednesday
5925,2023-12-07,Books,3,11.39,0.002,34.11,high_spender,12,2023,Thursday
9047,2023-03-15,Electronics,2,368.37,0.089,671.23,high_spender,3,2023,Wednesday
9090,2024-04-21,Electronics,1,976.65,0.128,851.49,regular,4,2024,Sunday
9051,2023-12-08,Sports,2,149.37,0.049,283.97,regular,12,2023,Friday
6292,2024-01-28,Beauty,2,54.54,0.074,100.97,regular,1,2024,Sunday
7645,2024-07-05,Electronics,2,1081.37,0.036,2083.93,regular,7,2024,Friday
6403,2024-03-29,Books,2,34.47,0.133,59.75,regular,3,2024,Friday
4430,2023-09-10,Electronics,1,990.11,0.187,1046.43,regular,9,2023,Sunday
2995,2024-10-31,Electronics,3,783.7,0.088,2788.63,high_spender,10,2024,Thursday
7030,2024-10-05,Books,1,28.83,0.163,24.13,discount_driven,10,2024,Saturday
4891,2024-05-14,Beauty,1,77.96,0.201,62.28,discount_driven,5,2024,Tuesday
8145,2024-12-07,Beauty,3,107.78,0.091,323.47,high_spender,12,2024,Saturday
9498,2024-06-23,Beauty,1,44.73,0.158,48.96,discount_driven,6,2024,Sunday
3102,2024-01-15,Beauty,1,55.48,0.379,44.77,discount_driven,1,2024,Monday
4030,2023-02-12,Clothing,1,223.12,0.149,208.8,regular,2,2023,Sunday
9524,2024-09-30,Sports,4,497.19,0.014,1961.66,high_spender,9,2024,Monday
9107,2023-06-07,Electronics,2,704.16,0.128,1227.45,regular,6,2023,Wednesday
1242,2023-02-17,Electronics,1,659.16,0.076,791.53,regular,2,2023,Friday
2884,2024-11-28,Home & Garden,1,247.15,0.064,231.29,regular,11,2024,Thursday
9015,2023-07-07,Sports,2,109.84,0.262,210.62,discount_driven,7,2023,Friday
7747,2024-05-16,Sports,1,221.8,0.187,198.36,regular,5,2024,Thursday
9494,2023-05-13,Beauty,1,16.62,0.084,15.23,high_spender,5,2023,Saturday
5330,2024-07-17,Electronics,1,1405.38,0.078,1296.4,high_spender,7,2024,Wednesday
8863,2023-05-29,Clothing,2,288.21,0.048,548.88,high_spender,5,2023,Monday
4109,2024-08-10,Home & Garden,2,122.4,0.161,205.33,regular,8,2024,Saturday
