index,customer_id,total_spent,avg_order_value,order_frequency,total_items,avg_discount,first_purchase,last_purchase,customer_lifetime,recency,segment,segment_name,customer_tier,revenue_per_order,recency_category,clv_score,frequency_score,recency_score
629,1630,1575.21,262.54,6,10,0.17,2023-01-12,2024-11-20,678,40,0,Discount Driven,Gold,262.535,Recent,9.0,38.0,94.0
630,1631,724.13,120.69,6,8,0.09,2023-02-27,2024-11-30,642,30,0,Discount Driven,Silver,120.68833333333333,Very Recent,4.0,38.0,96.0
631,1632,1256.42,314.1,4,6,0.18,2023-02-01,2024-07-30,545,153,0,Discount Driven,Silver,314.105,Moderate,7.0,25.0,79.0
632,1633,407.96,101.99,4,7,0.19,2023-03-31,2024-12-26,636,4,0,Discount Driven,Bronze,101.99,Very Recent,2.0,25.0,99.0
633,1634,2156.25,269.53,8,14,0.25,2023-05-14,2024-12-26,592,4,0,Discount Driven,Gold,269.53125,Very Recent,13.0,50.0,99.0
634,1635,1204.91,240.98,5,12,0.09,2023-05-29,2024-03-12,288,293,0,Discount Driven,Silver,240.98200000000003,Inactive,7.0,31.0,60.0
635,1636,952.88,476.44,2,3,0.07,2023-03-11,2023-06-19,100,560,0,Discount Driven,Silver,476.44,Inactive,6.0,12.0,23.0
636,1637,2832.67,314.74,9,12,0.2,2023-08-18,2024-12-21,491,9,1,High Value Loyalists,Gold,314.74111111111114,Very Recent,17.0,56.0,99.0
637,1638,1723.35,287.22,6,7,0.14,2023-10-08,2024-12-17,436,13,0,Discount Driven,Gold,287.22499999999997,Very Recent,10.0,38.0,98.0
638,1639,1937.87,484.47,4,7,0.07,2023-04-01,2024-11-08,587,52,0,Discount Driven,Gold,484.4675,Recent,12.0,25.0,93.0
639,1640,1217.92,304.48,4,5,0.13,2023-06-29,2024-12-26,546,4,0,Discount Driven,Silver,304.48,Very Recent,7.0,25.0,99.0
640,1641,9507.64,1358.23,7,15,0.12,2023-04-30,2024-06-08,405,205,1,High Value Loyalists,Platinum,1358.2342857142855,Inactive,56.0,44.0,72.0
641,1642,1675.7,558.57,3,8,0.17,2023-05-23,2024-11-06,533,54,0,Discount Driven,Gold,558.5666666666667,Recent,10.0,19.0,93.0
642,1643,3588.68,598.11,6,8,0.16,2023-03-30,2024-09-28,548,93,1,High Value Loyalists,Gold,598.1133333333333,Moderate,21.0,38.0,87.0
643,1644,1280.01,320.0,4,8,0.02,2023-01-25,2024-09-13,597,108,0,Discount Driven,Silver,320.0025,Moderate,8.0,25.0,85.0
644,1645,5420.19,416.94,13,27,0.1,2023-01-18,2024-12-10,692,20,1,High Value Loyalists,Platinum,416.93769230769226,Very Recent,32.0,81.0,97.0
645,1646,574.59,287.29,2,3,0.04,2023-04-23,2023-12-01,222,395,0,Discount Driven,Silver,287.295,Inactive,3.0,12.0,46.0
646,1647,1879.13,375.83,5,10,0.1,2024-02-18,2024-11-16,272,44,0,Discount Driven,Gold,375.826,Recent,11.0,31.0,94.0
647,1648,2765.92,460.99,6,12,0.09,2023-09-27,2024-10-14,383,77,1,High Value Loyalists,Gold,460.9866666666667,Recent,16.0,38.0,89.0
648,1649,4412.66,735.44,6,9,0.17,2023-04-28,2024-06-08,407,205,1,High Value Loyalists,Gold,735.4433333333333,Inactive,26.0,38.0,72.0
649,1650,2689.16,384.17,7,12,0.13,2023-01-27,2024-07-24,544,159,0,Discount Driven,Gold,384.1657142857143,Moderate,16.0,44.0,78.0
650,1651,999.28,333.09,3,7,0.12,2023-06-14,2024-02-06,237,328,0,Discount Driven,Silver,333.0933333333333,Inactive,6.0,19.0,55.0
651,1652,1441.63,360.41,4,9,0.07,2023-12-31,2024-10-26,300,65,0,Discount Driven,Silver,360.4075,Recent,9.0,25.0,91.0
652,1653,47.27,23.64,2,3,0.13,2023-01-03,2023-11-25,326,401,0,Discount Driven,Bronze,23.635,Inactive,0.0,12.0,45.0
653,1654,3043.38,434.77,7,10,0.18,2023-04-22,2024-11-18,576,42,1,High Value Loyalists,Gold,434.7685714285714,Recent,18.0,44.0,94.0
654,1655,429.15,143.05,3,5,0.17,2023-04-06,2023-12-25,263,371,0,Discount Driven,Bronze,143.04999999999998,Inactive,3.0,19.0,49.0
655,1656,1753.59,350.72,5,9,0.09,2023-02-26,2024-10-12,594,79,0,Discount Driven,Gold,350.71799999999996,Recent,10.0,31.0,89.0
656,1657,1741.48,435.37,4,8,0.08,2023-06-15,2024-09-22,465,99,0,Discount Driven,Gold,435.37,Moderate,10.0,25.0,86.0
657,1658,3026.84,336.32,9,18,0.16,2023-02-16,2024-12-12,665,18,1,High Value Loyalists,Gold,336.3155555555556,Very Recent,18.0,56.0,98.0
658,1659,1414.91,235.82,6,12,0.24,2023-02-18,2024-12-17,668,13,0,Discount Driven,Silver,235.81833333333336,Very Recent,8.0,38.0,98.0
659,1660,4051.62,506.45,8,10,0.14,2023-01-18,2024-11-23,675,37,1,High Value Loyalists,Gold,506.4525,Recent,24.0,50.0,95.0
660,1661,6520.67,815.08,8,13,0.12,2023-07-24,2024-11-07,472,53,1,High Value Loyalists,Platinum,815.08375,Recent,39.0,50.0,93.0
661,1662,970.12,138.59,7,10,0.2,2023-03-14,2024-06-17,461,196,0,Discount Driven,Silver,138.58857142857144,Inactive,6.0,44.0,73.0
662,1663,1885.77,269.4,7,9,0.17,2023-02-12,2024-11-03,630,57,0,Discount Driven,Gold,269.3957142857143,Recent,11.0,44.0,92.0
663,1664,176.37,88.18,2,3,0.1,2023-04-29,2024-03-29,335,276,0,Discount Driven,Bronze,88.185,Inactive,1.0,12.0,62.0
664,1665,2931.3,418.76,7,13,0.12,2023-02-25,2024-12-26,670,4,1,High Value Loyalists,Gold,418.75714285714287,Very Recent,17.0,44.0,99.0
665,1666,2079.57,297.08,7,10,0.16,2023-02-15,2024-08-20,552,132,0,Discount Driven,Gold,297.0814285714286,Moderate,12.0,44.0,82.0
666,1667,622.78,103.8,6,8,0.13,2023-05-19,2024-07-06,414,177,0,Discount Driven,Silver,103.79666666666667,Moderate,4.0,38.0,76.0
667,1668,589.97,147.49,4,6,0.21,2023-01-05,2024-03-11,431,294,0,Discount Driven,Silver,147.4925,Inactive,4.0,25.0,60.0
668,1669,1174.5,391.5,3,7,0.07,2023-08-01,2024-12-05,492,25,0,Discount Driven,Silver,391.5,Very Recent,7.0,19.0,97.0
669,1670,1065.11,266.28,4,9,0.16,2023-05-02,2024-12-07,585,23,0,Discount Driven,Silver,266.2775,Very Recent,6.0,25.0,97.0
670,1671,4397.75,439.78,10,20,0.14,2023-01-17,2024-08-20,581,132,1,High Value Loyalists,Gold,439.775,Moderate,26.0,62.0,82.0
671,1672,1465.65,488.55,3,4,0.09,2023-05-06,2024-12-08,582,22,0,Discount Driven,Silver,488.55,Very Recent,9.0,19.0,97.0
672,1673,917.44,305.81,3,5,0.07,2024-04-27,2024-11-02,189,58,0,Discount Driven,Silver,305.81333333333333,Recent,5.0,19.0,92.0
673,1674,957.85,239.46,4,5,0.1,2023-02-09,2024-03-15,400,290,0,Discount Driven,Silver,239.4625,Inactive,6.0,25.0,60.0
674,1675,5473.27,684.16,8,15,0.15,2023-06-27,2024-10-28,489,63,1,High Value Loyalists,Platinum,684.15875,Recent,32.0,50.0,91.0
675,1676,1168.35,146.04,8,11,0.18,2023-02-08,2024-09-24,594,97,0,Discount Driven,Silver,146.04375,Moderate,7.0,50.0,87.0
676,1677,6270.53,783.82,8,13,0.17,2023-09-23,2024-11-25,429,35,1,High Value Loyalists,Platinum,783.81625,Recent,37.0,50.0,95.0
677,1678,477.84,95.57,5,12,0.14,2023-07-04,2024-11-04,489,56,0,Discount Driven,Bronze,95.568,Recent,3.0,31.0,92.0
678,1679,2273.77,324.82,7,12,0.07,2023-04-29,2024-02-23,300,311,0,Discount Driven,Gold,324.82428571428574,Inactive,13.0,44.0,57.0
679,1680,923.58,230.9,4,4,0.09,2023-04-19,2024-11-09,570,51,0,Discount Driven,Silver,230.895,Recent,5.0,25.0,93.0
680,1681,3534.98,1767.49,2,3,0.15,2023-02-19,2023-06-10,111,569,1,High Value Loyalists,Gold,1767.49,Inactive,21.0,12.0,22.0
681,1682,1413.29,353.32,4,7,0.23,2023-07-30,2024-12-02,491,28,0,Discount Driven,Silver,353.3225,Very Recent,8.0,25.0,96.0
682,1683,1228.97,245.79,5,9,0.1,2023-08-12,2024-09-17,402,104,0,Discount Driven,Silver,245.794,Moderate,7.0,31.0,86.0
683,1684,1687.63,337.53,5,11,0.08,2023-01-22,2024-11-02,650,58,0,Discount Driven,Gold,337.526,Recent,10.0,31.0,92.0
684,1685,2049.28,409.86,5,8,0.17,2023-01-28,2024-06-13,502,200,0,Discount Driven,Gold,409.85600000000005,Inactive,12.0,31.0,72.0
685,1686,2122.89,303.27,7,10,0.11,2023-01-27,2024-12-29,702,1,0,Discount Driven,Gold,303.27,Very Recent,13.0,44.0,100.0
686,1687,2187.13,243.01,9,15,0.17,2023-01-19,2024-08-31,590,121,0,Discount Driven,Gold,243.01444444444445,Moderate,13.0,56.0,83.0
687,1688,190.87,47.72,4,5,0.2,2023-03-26,2023-06-24,90,555,0,Discount Driven,Bronze,47.7175,Inactive,1.0,25.0,24.0
688,1689,8564.65,856.46,10,17,0.12,2023-02-03,2024-11-19,655,41,1,High Value Loyalists,Platinum,856.4649999999999,Recent,51.0,62.0,94.0
689,1690,702.91,140.58,5,9,0.1,2023-06-25,2024-11-17,511,43,0,Discount Driven,Silver,140.582,Recent,4.0,31.0,94.0
690,1691,655.32,218.44,3,4,0.12,2023-12-20,2024-08-30,254,122,0,Discount Driven,Silver,218.44000000000003,Moderate,4.0,19.0,83.0
691,1692,147.9,36.98,4,6,0.15,2023-05-08,2024-11-14,556,46,0,Discount Driven,Bronze,36.975,Recent,1.0,25.0,94.0
692,1693,2101.8,210.18,10,14,0.15,2023-05-05,2024-09-29,513,92,0,Discount Driven,Gold,210.18,Moderate,12.0,62.0,87.0
693,1694,163.64,54.55,3,6,0.23,2024-02-25,2024-10-20,238,71,0,Discount Driven,Bronze,54.54666666666666,Recent,1.0,19.0,90.0
694,1695,931.41,310.47,3,7,0.09,2023-03-09,2024-10-26,597,65,0,Discount Driven,Silver,310.46999999999997,Recent,6.0,19.0,91.0
695,1696,38.46,38.46,1,2,0.35,2024-09-05,2024-09-05,0,116,0,Discount Driven,Bronze,38.46,Moderate,0.0,6.0,84.0
696,1697,1878.04,626.01,3,6,0.08,2023-01-08,2023-10-08,273,449,0,Discount Driven,Gold,626.0133333333333,Inactive,11.0,19.0,38.0
697,1698,4447.48,635.35,7,13,0.14,2023-01-25,2024-07-07,529,176,1,High Value Loyalists,Gold,635.3542857142857,Moderate,26.0,44.0,76.0
698,1699,596.46,119.29,5,8,0.19,2024-05-30,2024-11-28,182,32,0,Discount Driven,Silver,119.292,Recent,4.0,31.0,96.0
699,1700,1290.2,430.07,3,4,0.17,2023-03-06,2024-10-02,576,89,0,Discount Driven,Silver,430.06666666666666,Recent,8.0,19.0,88.0
700,1701,4531.57,1132.89,4,6,0.22,2023-11-14,2024-10-17,338,74,1,High Value Loyalists,Gold,1132.8925,Recent,27.0,25.0,90.0
701,1702,1564.19,312.84,5,11,0.11,2023-04-05,2024-12-17,622,13,0,Discount Driven,Gold,312.838,Very Recent,9.0,31.0,98.0
702,1703,3880.38,485.05,8,11,0.11,2023-02-17,2024-10-02,593,89,1,High Value Loyalists,Gold,485.0475,Recent,23.0,50.0,88.0
703,1704,540.5,135.12,4,5,0.15,2023-06-04,2024-11-14,529,46,0,Discount Driven,Silver,135.125,Recent,3.0,25.0,94.0
704,1705,128.45,64.22,2,2,0.25,2023-01-12,2024-09-30,627,91,0,Discount Driven,Bronze,64.225,Moderate,1.0,12.0,87.0
705,1706,1101.61,367.2,3,4,0.2,2023-06-18,2024-10-27,497,64,0,Discount Driven,Silver,367.2033333333333,Recent,7.0,19.0,91.0
706,1707,6062.63,1010.44,6,11,0.15,2023-04-12,2024-06-08,423,205,1,High Value Loyalists,Platinum,1010.4383333333334,Inactive,36.0,38.0,72.0
707,1708,421.76,421.76,1,1,0.17,2024-07-14,2024-07-14,0,169,0,Discount Driven,Bronze,421.76,Moderate,3.0,6.0,77.0
708,1709,3013.54,602.71,5,7,0.22,2023-06-06,2024-12-28,571,2,0,Discount Driven,Gold,602.708,Very Recent,18.0,31.0,100.0
709,1710,1316.61,188.09,7,10,0.2,2023-02-22,2024-11-18,635,42,0,Discount Driven,Silver,188.08714285714285,Recent,8.0,44.0,94.0
710,1711,2669.45,444.91,6,10,0.12,2023-01-08,2024-07-27,566,156,0,Discount Driven,Gold,444.9083333333333,Moderate,16.0,38.0,79.0
711,1712,5422.37,677.8,8,12,0.15,2023-04-28,2024-10-02,523,89,1,High Value Loyalists,Platinum,677.79625,Recent,32.0,50.0,88.0
712,1713,2860.07,572.01,5,8,0.12,2023-09-29,2024-12-01,429,29,1,High Value Loyalists,Gold,572.014,Very Recent,17.0,31.0,96.0
713,1714,1215.75,243.15,5,7,0.25,2023-05-13,2024-05-25,378,219,0,Discount Driven,Silver,243.15,Inactive,7.0,31.0,70.0
714,1715,2826.15,565.23,5,10,0.12,2023-04-02,2024-12-29,637,1,1,High Value Loyalists,Gold,565.23,Very Recent,17.0,31.0,100.0
715,1716,2312.55,231.26,10,14,0.17,2023-01-24,2024-12-21,697,9,1,High Value Loyalists,Gold,231.25500000000002,Very Recent,14.0,62.0,99.0
716,1717,1562.51,173.61,9,14,0.15,2023-01-19,2024-11-07,658,53,0,Discount Driven,Gold,173.61222222222221,Recent,9.0,56.0,93.0
717,1718,179.02,59.67,3,5,0.08,2023-01-18,2023-06-14,147,565,0,Discount Driven,Bronze,59.67333333333334,Inactive,1.0,19.0,22.0
718,1719,2571.86,321.48,8,13,0.12,2023-05-05,2024-10-13,527,78,1,High Value Loyalists,Gold,321.4825,Recent,15.0,50.0,89.0
719,1720,2934.54,733.64,4,9,0.22,2023-07-10,2024-07-03,359,180,0,Discount Driven,Gold,733.635,Moderate,17.0,25.0,75.0
720,1721,4291.2,357.6,12,21,0.16,2023-01-17,2024-07-11,541,172,1,High Value Loyalists,Gold,357.59999999999997,Moderate,25.0,75.0,76.0
721,1722,1555.67,194.46,8,17,0.14,2023-05-18,2024-05-21,369,223,0,Discount Driven,Gold,194.45875,Inactive,9.0,50.0,69.0
722,1723,3271.79,467.4,7,13,0.14,2023-01-26,2024-08-18,570,134,1,High Value Loyalists,Gold,467.3985714285714,Moderate,19.0,44.0,82.0
723,1724,813.66,162.73,5,10,0.18,2023-05-26,2024-06-03,374,210,0,Discount Driven,Silver,162.732,Inactive,5.0,31.0,71.0
724,1725,3182.7,636.54,5,10,0.13,2023-06-13,2024-11-17,523,43,1,High Value Loyalists,Gold,636.54,Recent,19.0,31.0,94.0
725,1726,1360.53,226.76,6,11,0.31,2023-03-04,2024-11-07,614,53,0,Discount Driven,Silver,226.755,Recent,8.0,38.0,93.0
726,1727,2574.16,643.54,4,9,0.14,2024-03-27,2024-12-11,259,19,0,Discount Driven,Gold,643.54,Very Recent,15.0,25.0,97.0
727,1728,1626.72,271.12,6,10,0.12,2023-01-29,2024-04-10,437,264,0,Discount Driven,Gold,271.12,Inactive,10.0,38.0,64.0
728,1729,737.9,737.9,1,4,0.1,2023-06-06,2023-06-06,0,573,0,Discount Driven,Silver,737.9,Inactive,4.0,6.0,21.0
729,1730,1746.4,291.07,6,11,0.15,2023-02-07,2024-08-01,541,151,0,Discount Driven,Gold,291.06666666666666,Moderate,10.0,38.0,79.0
730,1731,450.6,112.65,4,5,0.26,2023-11-22,2024-08-30,282,122,0,Discount Driven,Bronze,112.65,Moderate,3.0,25.0,83.0
731,1732,2026.43,225.16,9,16,0.16,2023-06-19,2024-11-30,530,30,0,Discount Driven,Gold,225.1588888888889,Very Recent,12.0,56.0,96.0
732,1733,3196.43,456.63,7,10,0.12,2023-04-06,2024-03-05,334,300,0,Discount Driven,Gold,456.6328571428571,Inactive,19.0,44.0,59.0
733,1734,2076.42,415.28,5,8,0.07,2023-01-09,2024-08-31,600,121,0,Discount Driven,Gold,415.284,Moderate,12.0,31.0,83.0
734,1735,1552.05,194.01,8,14,0.12,2023-01-13,2024-10-25,651,66,0,Discount Driven,Gold,194.00625,Recent,9.0,50.0,91.0
735,1736,3659.48,1219.83,3,8,0.09,2023-05-25,2024-09-13,477,108,1,High Value Loyalists,Gold,1219.8266666666666,Moderate,22.0,19.0,85.0
736,1737,1366.85,227.81,6,15,0.12,2023-07-26,2024-12-25,518,5,0,Discount Driven,Silver,227.8083333333333,Very Recent,8.0,38.0,99.0
737,1738,1121.52,280.38,4,5,0.12,2023-11-27,2024-03-22,116,283,0,Discount Driven,Silver,280.38,Inactive,7.0,25.0,61.0
738,1739,7999.8,1333.3,6,12,0.12,2023-01-04,2024-09-02,607,119,1,High Value Loyalists,Platinum,1333.3,Moderate,47.0,38.0,84.0
739,1740,2052.2,513.05,4,9,0.17,2023-02-17,2024-07-26,525,157,0,Discount Driven,Gold,513.05,Moderate,12.0,25.0,78.0
740,1741,2120.38,353.4,6,9,0.12,2023-02-01,2024-11-30,668,30,0,Discount Driven,Gold,353.3966666666667,Very Recent,13.0,38.0,96.0
741,1742,3218.17,536.36,6,8,0.08,2023-01-28,2024-10-27,638,64,1,High Value Loyalists,Gold,536.3616666666667,Recent,19.0,38.0,91.0
742,1743,16299.15,1629.92,10,22,0.14,2023-02-04,2024-07-11,523,172,1,High Value Loyalists,Platinum,1629.915,Moderate,97.0,62.0,76.0
743,1744,3616.66,516.67,7,13,0.12,2023-02-20,2024-12-18,667,12,1,High Value Loyalists,Gold,516.6657142857142,Very Recent,21.0,44.0,98.0
744,1745,4718.9,786.48,6,11,0.13,2023-09-25,2024-10-17,388,74,1,High Value Loyalists,Gold,786.4833333333332,Recent,28.0,38.0,90.0
745,1746,477.1,79.52,6,10,0.25,2023-02-20,2024-10-30,618,61,0,Discount Driven,Bronze,79.51666666666667,Recent,3.0,38.0,92.0
746,1747,259.58,43.26,6,10,0.21,2023-02-01,2024-10-26,633,65,0,Discount Driven,Bronze,43.26333333333333,Recent,2.0,38.0,91.0
747,1748,426.37,106.59,4,6,0.24,2023-01-12,2024-09-21,618,100,0,Discount Driven,Bronze,106.5925,Moderate,3.0,25.0,86.0
748,1749,4165.03,595.0,7,15,0.15,2023-01-15,2024-10-17,641,74,1,High Value Loyalists,Gold,595.0042857142856,Recent,25.0,44.0,90.0
749,1750,5942.69,990.45,6,9,0.17,2023-02-22,2024-07-26,520,157,1,High Value Loyalists,Platinum,990.4483333333333,Moderate,35.0,38.0,78.0
750,1751,1033.9,206.78,5,8,0.23,2023-05-17,2024-10-30,532,61,0,Discount Driven,Silver,206.78000000000003,Recent,6.0,31.0,92.0
751,1752,1299.82,433.27,3,5,0.26,2023-02-15,2024-03-17,396,288,0,Discount Driven,Silver,433.2733333333333,Inactive,8.0,19.0,60.0
752,1753,1506.72,251.12,6,12,0.07,2023-01-23,2024-11-04,651,56,0,Discount Driven,Gold,251.12,Recent,9.0,38.0,92.0
753,1754,908.06,151.34,6,10,0.15,2023-02-23,2024-03-30,401,275,0,Discount Driven,Silver,151.34333333333333,Inactive,5.0,38.0,62.0
754,1755,2328.11,291.01,8,14,0.11,2023-01-03,2024-10-06,642,85,0,Discount Driven,Gold,291.01375,Recent,14.0,50.0,88.0
755,1756,936.82,234.2,4,6,0.2,2024-01-01,2024-11-21,325,39,0,Discount Driven,Silver,234.205,Recent,6.0,25.0,95.0
756,1757,6702.85,1117.14,6,11,0.09,2023-01-07,2024-07-08,548,175,1,High Value Loyalists,Platinum,1117.1416666666667,Moderate,40.0,38.0,76.0
757,1758,633.17,126.63,5,7,0.11,2023-06-28,2024-12-01,522,29,0,Discount Driven,Silver,126.63399999999999,Very Recent,4.0,31.0,96.0
758,1759,1164.93,194.16,6,9,0.13,2023-04-22,2024-06-14,419,199,0,Discount Driven,Silver,194.155,Inactive,7.0,38.0,73.0
759,1760,1287.99,117.09,11,16,0.08,2023-01-19,2024-12-30,711,0,1,High Value Loyalists,Silver,117.09,,8.0,69.0,100.0
760,1761,3119.46,283.59,11,13,0.09,2023-02-18,2024-12-09,660,21,1,High Value Loyalists,Gold,283.5872727272727,Very Recent,19.0,69.0,97.0
761,1762,12316.97,1759.57,7,15,0.15,2023-01-12,2024-09-06,603,115,1,High Value Loyalists,Platinum,1759.5671428571427,Moderate,73.0,44.0,84.0
762,1763,1640.68,410.17,4,6,0.14,2023-07-31,2024-01-18,171,347,0,Discount Driven,Gold,410.17,Inactive,10.0,25.0,52.0
763,1764,3313.84,662.77,5,10,0.15,2023-10-15,2024-11-27,409,33,1,High Value Loyalists,Gold,662.768,Recent,20.0,31.0,95.0
764,1765,3657.13,609.52,6,13,0.1,2023-01-18,2024-07-31,560,152,1,High Value Loyalists,Gold,609.5216666666666,Moderate,22.0,38.0,79.0
765,1766,914.99,183.0,5,7,0.14,2023-06-19,2024-08-02,410,150,0,Discount Driven,Silver,182.998,Moderate,5.0,31.0,79.0
766,1767,989.11,141.3,7,9,0.21,2023-03-08,2024-11-24,627,36,0,Discount Driven,Silver,141.30142857142857,Recent,6.0,44.0,95.0
767,1768,1851.16,185.12,10,15,0.18,2023-03-18,2024-12-28,651,2,0,Discount Driven,Gold,185.116,Very Recent,11.0,62.0,100.0
768,1769,1170.37,195.06,6,9,0.14,2023-01-14,2024-06-07,510,206,0,Discount Driven,Silver,195.06166666666664,Inactive,7.0,38.0,72.0
769,1770,1166.49,194.42,6,8,0.16,2023-01-28,2024-12-07,679,23,0,Discount Driven,Silver,194.415,Very Recent,7.0,38.0,97.0
770,1771,3004.4,1001.47,3,7,0.13,2023-01-16,2023-07-17,182,532,0,Discount Driven,Gold,1001.4666666666667,Inactive,18.0,19.0,27.0
771,1772,724.56,362.28,2,4,0.23,2023-08-16,2024-06-30,319,183,0,Discount Driven,Silver,362.28,Inactive,4.0,12.0,75.0
772,1773,401.89,80.38,5,7,0.08,2023-01-19,2024-04-04,441,270,0,Discount Driven,Bronze,80.378,Inactive,2.0,31.0,63.0
773,1774,4442.56,444.26,10,15,0.17,2023-01-05,2024-11-04,669,56,1,High Value Loyalists,Gold,444.25600000000003,Recent,26.0,62.0,92.0
774,1775,2369.94,473.99,5,8,0.12,2023-05-12,2024-09-19,496,102,0,Discount Driven,Gold,473.988,Moderate,14.0,31.0,86.0
775,1776,368.32,184.16,2,3,0.03,2023-02-17,2024-03-09,386,296,0,Discount Driven,Bronze,184.16,Inactive,2.0,12.0,59.0
776,1777,5519.14,1103.83,5,8,0.14,2023-01-03,2023-07-15,193,534,1,High Value Loyalists,Platinum,1103.828,Inactive,33.0,31.0,27.0
777,1778,3724.15,532.02,7,14,0.14,2023-06-13,2024-05-25,347,219,1,High Value Loyalists,Gold,532.0214285714286,Inactive,22.0,44.0,70.0
778,1779,550.67,183.56,3,7,0.08,2023-05-14,2024-02-17,279,317,0,Discount Driven,Silver,183.55666666666664,Inactive,3.0,19.0,56.0
779,1780,2562.57,640.64,4,4,0.14,2023-01-06,2024-02-20,410,314,0,Discount Driven,Gold,640.6425,Inactive,15.0,25.0,57.0
780,1781,445.8,111.45,4,5,0.17,2023-02-19,2024-07-08,505,175,0,Discount Driven,Bronze,111.45,Moderate,3.0,25.0,76.0
781,1782,2366.75,262.97,9,14,0.16,2023-01-17,2024-01-10,358,355,0,Discount Driven,Gold,262.97222222222223,Inactive,14.0,56.0,51.0
782,1783,2970.24,424.32,7,10,0.14,2023-06-05,2024-11-23,537,37,1,High Value Loyalists,Gold,424.32,Recent,18.0,44.0,95.0
783,1784,1784.23,594.74,3,7,0.18,2023-04-15,2024-09-16,520,105,0,Discount Driven,Gold,594.7433333333333,Moderate,11.0,19.0,86.0
784,1785,8645.76,785.98,11,20,0.11,2023-03-12,2024-11-16,615,44,1,High Value Loyalists,Platinum,785.9781818181818,Recent,51.0,69.0,94.0
785,1786,914.21,228.55,4,7,0.13,2023-10-17,2024-10-17,366,74,0,Discount Driven,Silver,228.5525,Recent,5.0,25.0,90.0
786,1787,3033.8,337.09,9,15,0.22,2023-04-28,2024-12-22,604,8,1,High Value Loyalists,Gold,337.0888888888889,Very Recent,18.0,56.0,99.0
787,1788,374.37,93.59,4,6,0.12,2023-11-22,2024-11-18,362,42,0,Discount Driven,Bronze,93.5925,Recent,2.0,25.0,94.0
788,1789,1913.54,239.19,8,20,0.09,2023-03-22,2024-11-04,593,56,0,Discount Driven,Gold,239.1925,Recent,11.0,50.0,92.0
789,1790,1341.7,447.23,3,8,0.15,2023-06-30,2024-11-07,496,53,0,Discount Driven,Silver,447.23333333333335,Recent,8.0,19.0,93.0
790,1791,4039.52,673.25,6,12,0.12,2023-01-14,2024-05-31,503,213,1,High Value Loyalists,Gold,673.2533333333333,Inactive,24.0,38.0,71.0
791,1792,3794.43,542.06,7,9,0.1,2023-11-14,2024-06-19,218,194,1,High Value Loyalists,Gold,542.0614285714286,Inactive,23.0,44.0,73.0
792,1793,6616.31,1323.26,5,8,0.09,2023-01-08,2024-09-12,613,109,1,High Value Loyalists,Platinum,1323.2620000000002,Moderate,39.0,31.0,85.0
793,1794,3661.42,610.24,6,11,0.14,2023-02-18,2024-10-20,610,71,1,High Value Loyalists,Gold,610.2366666666667,Recent,22.0,38.0,90.0
794,1795,2580.22,860.07,3,5,0.2,2023-06-11,2024-06-15,370,198,0,Discount Driven,Gold,860.0733333333333,Inactive,15.0,19.0,73.0
795,1796,457.5,152.5,3,4,0.22,2023-01-25,2024-12-26,701,4,0,Discount Driven,Bronze,152.5,Very Recent,3.0,19.0,99.0
796,1797,8256.03,750.55,11,19,0.18,2023-02-07,2024-12-07,669,23,1,High Value Loyalists,Platinum,750.5481818181819,Very Recent,49.0,69.0,97.0
797,1798,802.83,160.57,5,9,0.04,2023-03-07,2024-10-11,584,80,0,Discount Driven,Silver,160.566,Recent,5.0,31.0,89.0
798,1799,6463.81,1292.76,5,8,0.14,2023-03-16,2024-04-29,410,245,1,High Value Loyalists,Platinum,1292.7620000000002,Inactive,38.0,31.0,66.0
799,1800,468.76,234.38,2,3,0.01,2023-02-03,2024-06-08,491,205,0,Discount Driven,Bronze,234.38,Inactive,3.0,12.0,72.0
800,1801,1482.41,494.14,3,7,0.08,2023-09-17,2024-10-16,395,75,0,Discount Driven,Silver,494.1366666666667,Recent,9.0,19.0,90.0
801,1802,4283.21,856.64,5,9,0.15,2023-08-07,2024-07-20,348,163,1,High Value Loyalists,Gold,856.642,Moderate,25.0,31.0,78.0
802,1803,1566.14,313.23,5,9,0.11,2023-04-11,2024-12-23,622,7,0,Discount Driven,Gold,313.228,Very Recent,9.0,31.0,99.0
803,1804,1994.8,199.48,10,14,0.14,2023-02-25,2024-09-24,577,97,0,Discount Driven,Gold,199.48,Moderate,12.0,62.0,87.0
804,1805,2791.05,348.88,8,10,0.09,2023-01-27,2024-10-01,613,90,1,High Value Loyalists,Gold,348.88125,Recent,17.0,50.0,88.0
805,1806,8.09,8.09,1,1,0.07,2024-03-18,2024-03-18,0,287,0,Discount Driven,Bronze,8.09,Inactive,0.0,6.0,61.0
806,1807,382.61,63.77,6,9,0.09,2023-06-03,2024-11-29,545,31,0,Discount Driven,Bronze,63.76833333333334,Recent,2.0,38.0,96.0
807,1808,4935.61,822.6,6,12,0.18,2023-07-21,2024-09-12,419,109,1,High Value Loyalists,Gold,822.6016666666666,Moderate,29.0,38.0,85.0
808,1809,472.68,94.54,5,7,0.14,2023-08-08,2024-12-09,489,21,0,Discount Driven,Bronze,94.536,Very Recent,3.0,31.0,97.0
809,1810,6642.75,664.28,10,15,0.19,2023-08-12,2024-12-25,501,5,1,High Value Loyalists,Platinum,664.275,Very Recent,39.0,62.0,99.0
