customer_id,total_spent,avg_order_value,order_frequency,total_items,avg_discount,first_purchase,last_purchase,customer_lifetime,recency,segment
3100,1495.88,299.18,5,8,0.19,2023-03-26,2024-01-19,299,346,0
3101,3178.89,635.78,5,11,0.09,2023-06-10,2024-08-08,425,144,1
3102,159.82,79.91,2,2,0.2,2023-09-28,2024-01-15,109,350,0
3103,1863.99,372.8,5,10,0.26,2023-01-24,2024-08-28,582,124,0
3104,2350.3,470.06,5,7,0.11,2023-01-12,2024-09-25,622,96,0
3105,2393.38,341.91,7,8,0.12,2023-04-22,2024-04-25,369,249,0
3106,1118.58,372.86,3,4,0.14,2023-04-14,2024-12-28,624,2,0
3107,1142.59,285.65,4,7,0.18,2023-04-21,2024-12-12,601,18,0
3108,2138.17,356.36,6,14,0.13,2023-05-30,2024-10-19,508,72,0
3109,238.98,59.74,4,4,0.13,2023-01-28,2024-06-15,504,198,0
3110,85.48,42.74,2,2,0.2,2023-06-06,2024-04-22,321,252,0
3111,2439.12,609.78,4,6,0.16,2024-02-09,2024-11-12,277,48,0
3112,3304.22,550.7,6,10,0.17,2023-08-29,2024-11-29,458,31,1
3113,1857.79,232.22,8,12,0.12,2023-03-30,2024-06-09,437,204,0
3114,1573.21,786.6,2,3,0.01,2023-01-07,2023-11-07,304,419,0
3115,1381.0,172.62,8,14,0.12,2023-01-06,2024-09-20,623,101,0
3116,2624.28,656.07,4,7,0.2,2023-05-04,2024-10-17,532,74,0
3117,3078.66,615.73,5,10,0.13,2023-04-27,2024-10-29,551,62,1
3118,3069.66,767.42,4,6,0.05,2023-10-15,2024-05-16,214,228,1
3119,1271.8,254.36,5,11,0.06,2023-01-20,2024-09-28,617,93,0
3120,2938.85,326.54,9,14,0.14,2023-01-02,2024-11-08,676,52,1
3121,2467.37,308.42,8,10,0.13,2023-09-21,2024-12-19,455,11,1
3122,3257.35,325.74,10,19,0.18,2023-01-19,2024-09-21,611,100,1
3123,815.39,203.85,4,6,0.13,2023-04-03,2024-11-17,594,43,0
3124,1684.31,187.15,9,10,0.13,2023-01-05,2024-12-20,715,10,0
3125,763.93,190.98,4,8,0.07,2023-01-18,2024-08-15,575,137,0
3126,1008.42,252.1,4,5,0.06,2023-02-06,2024-07-13,523,170,0
3127,4378.5,625.5,7,18,0.09,2023-01-21,2024-12-28,707,2,1
3128,1718.69,429.67,4,6,0.12,2023-01-06,2024-08-27,599,125,0
3129,2819.04,469.84,6,12,0.11,2023-07-23,2024-10-12,447,79,1
3130,2052.07,513.02,4,6,0.12,2023-02-17,2024-04-24,432,250,0
3131,1173.92,195.65,6,9,0.16,2023-02-14,2024-06-03,475,210,0
3132,1026.39,342.13,3,7,0.13,2023-01-11,2024-12-15,704,15,0
3133,2274.96,454.99,5,7,0.13,2023-02-19,2024-09-25,584,96,0
3134,2181.06,242.34,9,17,0.13,2023-04-24,2024-12-19,605,11,1
3135,683.23,227.74,3,5,0.14,2023-06-08,2024-05-17,344,227,0
3136,374.53,74.91,5,9,0.12,2023-01-08,2024-09-07,608,114,0
3137,1283.54,213.92,6,7,0.16,2023-06-02,2024-08-10,435,142,0
3138,1088.14,181.36,6,11,0.13,2023-06-30,2024-11-30,519,30,0
3139,2308.21,329.74,7,12,0.18,2023-03-26,2024-01-03,283,362,0
3140,915.25,305.08,3,5,0.06,2023-02-22,2024-09-15,571,106,0
3141,1825.0,608.33,3,5,0.17,2023-07-19,2024-11-23,493,37,0
3142,541.43,108.29,5,7,0.18,2023-03-02,2024-12-22,661,8,0
3143,2321.54,331.65,7,10,0.16,2023-01-17,2024-12-26,709,4,0
3144,325.97,65.19,5,8,0.12,2023-04-14,2024-05-27,409,217,0
3145,3888.17,972.04,4,6,0.1,2023-02-11,2023-05-23,101,587,1
3146,915.27,228.82,4,5,0.08,2023-01-06,2024-06-19,530,194,0
3147,418.36,69.73,6,14,0.09,2023-03-06,2024-12-16,651,14,0
3148,276.15,92.05,3,5,0.22,2023-03-08,2024-09-17,559,104,0
3149,1908.32,636.11,3,6,0.11,2023-02-02,2023-12-28,329,368,0
3150,3813.57,635.59,6,6,0.15,2023-02-05,2024-10-07,610,84,1
3151,3511.08,501.58,7,14,0.2,2023-03-14,2024-09-11,547,110,1
3152,423.03,423.03,1,1,0.02,2024-02-05,2024-02-05,0,329,0
3153,3055.74,277.79,11,20,0.16,2023-04-23,2024-12-14,601,16,1
3154,2113.13,352.19,6,11,0.12,2023-02-21,2024-04-09,413,265,0
3155,1677.41,209.68,8,11,0.17,2023-01-22,2024-10-31,648,60,0
3156,1511.71,151.17,10,14,0.26,2023-06-24,2024-12-27,552,3,0
3157,1200.48,150.06,8,12,0.13,2023-01-02,2024-04-28,482,246,0
3158,2956.42,422.35,7,11,0.14,2023-01-08,2024-09-18,619,103,1
3159,4275.05,534.38,8,13,0.14,2023-01-02,2024-07-07,552,176,1
3160,830.88,138.48,6,9,0.12,2023-04-30,2024-11-06,556,54,0
3161,5927.65,658.63,9,15,0.1,2023-01-01,2024-12-29,728,1,1
3162,1972.03,219.11,9,13,0.08,2023-02-03,2024-12-15,681,15,1
3163,1689.37,211.17,8,12,0.17,2023-01-16,2024-08-04,566,148,0
3164,8141.15,1356.86,6,12,0.17,2023-07-07,2024-11-30,512,30,1
3165,4731.31,1182.83,4,7,0.1,2023-05-18,2024-03-01,288,304,1
3166,1640.15,205.02,8,10,0.18,2023-01-13,2024-04-17,460,257,0
3167,926.6,154.43,6,12,0.12,2023-02-24,2024-08-28,551,124,0
3168,149.81,37.45,4,6,0.12,2023-04-14,2024-08-03,477,149,0
3169,4827.46,689.64,7,12,0.09,2023-03-31,2024-09-20,539,101,1
3170,1506.55,376.64,4,7,0.07,2023-03-06,2024-02-13,344,321,0
3171,5537.16,922.86,6,13,0.14,2023-01-15,2024-10-03,627,88,1
3172,2452.11,306.51,8,15,0.11,2023-02-24,2024-10-05,589,86,0
3173,2983.95,426.28,7,8,0.09,2023-01-09,2024-07-14,552,169,1
3174,3289.66,1096.55,3,6,0.11,2023-02-01,2023-12-16,318,380,1
3175,1837.67,306.28,6,9,0.11,2023-03-07,2024-12-27,661,3,0
3176,1294.85,258.97,5,7,0.2,2023-06-10,2024-09-30,478,91,0
3177,4178.59,348.22,12,16,0.19,2023-01-15,2024-11-15,670,45,1
3178,1056.84,211.37,5,7,0.2,2023-01-25,2024-12-27,702,3,0
3179,1695.22,211.9,8,14,0.12,2023-01-23,2024-09-23,609,98,0
3180,735.09,122.52,6,8,0.12,2023-01-02,2024-12-29,727,1,0
3181,3301.7,412.71,8,15,0.09,2023-03-17,2024-12-10,634,20,1
3182,1304.58,1304.58,1,3,0.05,2023-07-30,2023-07-30,0,519,0
3183,5113.35,852.22,6,11,0.06,2023-04-21,2024-08-20,487,132,1
3184,3519.57,439.95,8,12,0.13,2023-05-01,2024-07-01,427,182,1
3185,1340.57,335.14,4,5,0.09,2023-07-13,2024-07-16,369,167,0
3186,1721.87,344.37,5,5,0.09,2023-05-23,2024-07-19,423,164,0
3187,876.99,146.16,6,7,0.16,2023-08-30,2024-10-10,407,81,0
3188,842.06,421.03,2,2,0.16,2023-12-07,2024-06-23,199,190,0
3189,1558.79,779.4,2,4,0.25,2024-02-13,2024-03-01,17,304,0
3190,1425.95,178.24,8,14,0.16,2023-04-21,2024-07-19,455,164,0
3191,2453.76,817.92,3,8,0.07,2023-09-14,2024-10-13,395,78,0
3192,10113.56,1685.59,6,12,0.12,2023-04-14,2024-04-21,373,253,1
3193,3278.25,546.38,6,11,0.2,2023-01-25,2024-09-22,606,99,1
3194,2188.09,729.36,3,4,0.19,2023-06-13,2024-06-18,371,195,0
3195,3883.39,970.85,4,8,0.09,2023-10-12,2024-11-17,402,43,1
3196,3808.82,380.88,10,19,0.14,2023-05-26,2024-12-22,576,8,1
3197,852.59,213.15,4,6,0.08,2023-10-04,2024-12-14,437,16,0
3198,3274.29,363.81,9,19,0.11,2023-05-21,2024-12-25,584,5,1
3199,2704.04,450.67,6,8,0.09,2023-01-23,2024-12-23,700,7,1
3200,2934.33,293.43,10,14,0.14,2023-05-05,2024-12-23,598,7,1
3201,527.28,175.76,3,5,0.26,2023-03-28,2023-11-16,233,410,0
3202,1375.79,343.95,4,5,0.16,2023-01-23,2024-09-08,594,113,0
3203,5325.3,760.76,7,14,0.07,2023-01-25,2024-10-12,626,79,1
3204,2597.9,259.79,10,16,0.17,2023-01-29,2024-07-01,519,182,1
3205,749.95,83.33,9,13,0.13,2023-02-11,2024-12-17,675,13,0
3206,2591.52,518.3,5,11,0.11,2023-01-21,2024-07-26,552,157,0
3207,903.38,301.13,3,5,0.21,2024-01-10,2024-07-20,192,163,0
3208,144.98,72.49,2,4,0.21,2023-12-21,2024-10-18,302,73,0
3209,3561.19,1187.06,3,6,0.1,2023-02-06,2024-06-12,492,201,1
3210,368.96,92.24,4,7,0.09,2023-12-11,2024-11-17,342,43,0
3211,5535.04,790.72,7,13,0.14,2023-05-05,2024-07-03,425,180,1
3212,177.32,35.46,5,6,0.18,2023-11-27,2024-08-09,256,143,0
3213,42.82,42.82,1,1,0.15,2023-01-03,2023-01-03,0,727,0
3214,7263.28,1452.66,5,12,0.06,2023-04-19,2024-10-30,560,61,1
3215,2019.28,252.41,8,16,0.14,2023-03-06,2024-09-10,554,111,0
3216,639.31,127.86,5,7,0.11,2023-03-05,2024-02-09,341,325,0
3217,6964.69,773.85,9,17,0.07,2023-03-05,2024-09-27,572,94,1
3218,6582.43,1097.07,6,13,0.06,2023-01-28,2024-10-26,637,65,1
3219,293.03,146.51,2,5,0.2,2024-01-22,2024-06-25,155,188,0
3220,12148.87,1735.55,7,19,0.11,2023-02-17,2024-12-16,668,14,1
3221,8328.29,1189.76,7,13,0.15,2023-02-16,2024-10-28,620,63,1
3222,4149.32,829.86,5,8,0.11,2023-01-01,2024-12-07,706,23,1
3223,1969.02,656.34,3,6,0.17,2023-05-27,2024-05-26,365,218,0
3224,1927.36,275.34,7,13,0.07,2023-01-23,2024-12-06,683,24,0
3225,865.7,216.42,4,6,0.23,2023-10-22,2024-09-30,344,91,0
3226,6612.12,661.21,10,16,0.13,2023-01-26,2024-05-07,467,237,1
3227,187.61,93.8,2,4,0.16,2023-10-03,2024-02-05,125,329,0
3228,3310.67,472.95,7,16,0.14,2023-01-01,2024-07-26,572,157,1
3229,184.15,92.08,2,3,0.18,2023-09-27,2024-01-05,100,360,0
3230,2618.13,374.02,7,12,0.15,2023-04-10,2024-12-11,611,19,0
3231,2545.39,424.23,6,9,0.12,2023-03-28,2024-12-14,627,16,0
3232,1385.83,277.17,5,11,0.13,2023-01-15,2024-08-26,589,126,0
3233,4232.55,470.28,9,14,0.14,2023-05-23,2024-12-20,577,10,1
3234,1955.75,651.92,3,5,0.13,2023-06-14,2024-04-22,313,252,0
3235,709.29,177.32,4,5,0.2,2023-01-17,2024-05-12,481,232,0
3236,687.41,229.14,3,4,0.16,2024-01-25,2024-12-17,327,13,0
3237,3697.74,739.55,5,7,0.13,2024-03-15,2024-11-26,256,34,1
3238,376.66,125.55,3,5,0.16,2023-10-23,2024-11-10,384,50,0
3239,1895.34,631.78,3,4,0.08,2023-06-30,2024-04-23,298,251,0
3240,955.97,191.19,5,9,0.11,2023-03-15,2024-06-10,453,203,0
3241,3076.69,769.17,4,6,0.1,2023-03-10,2024-12-05,636,25,1
3242,2715.26,387.89,7,11,0.1,2023-04-11,2024-10-19,557,72,1
3243,3874.44,553.49,7,11,0.11,2023-07-21,2024-12-27,525,3,1
3244,2755.85,551.17,5,6,0.12,2023-08-07,2024-11-11,462,49,0
3245,112.58,37.53,3,3,0.09,2023-04-19,2024-06-24,432,189,0
3246,2593.38,432.23,6,9,0.19,2023-02-04,2024-10-10,614,81,0
3247,645.47,215.16,3,4,0.1,2024-05-01,2024-11-30,213,30,0
3248,5529.03,691.13,8,12,0.12,2023-01-30,2024-12-20,690,10,1
3249,682.4,170.6,4,8,0.05,2023-06-07,2024-07-24,413,159,0
3250,3229.27,461.32,7,15,0.11,2023-01-21,2024-06-18,514,195,1
3251,3350.82,558.47,6,12,0.16,2023-02-11,2024-10-05,602,86,1
3252,520.46,260.23,2,3,0.1,2023-07-04,2023-08-23,50,495,0
3253,594.93,118.99,5,9,0.24,2023-10-15,2024-10-20,371,71,0
3254,6579.46,1096.58,6,12,0.14,2023-06-13,2024-11-27,533,33,1
3255,6947.23,1389.45,5,11,0.17,2023-04-05,2024-08-15,498,137,1
3256,9616.99,801.42,12,22,0.11,2023-03-20,2024-09-19,549,102,1
3257,444.34,222.17,2,3,0.14,2024-05-30,2024-06-10,11,203,0
3258,4870.18,608.77,8,12,0.14,2023-01-31,2024-10-09,617,82,1
3259,1288.89,161.11,8,14,0.15,2023-02-19,2024-11-29,649,31,0
3260,3238.07,462.58,7,13,0.11,2023-03-02,2024-02-02,337,332,0
3261,6804.17,567.01,12,24,0.12,2023-02-12,2024-11-04,631,56,1
3262,696.69,116.12,6,9,0.17,2023-02-05,2024-10-11,614,80,0
3263,2374.59,296.82,8,10,0.27,2023-01-16,2024-08-10,572,142,0
3264,3579.79,715.96,5,9,0.07,2023-10-27,2024-08-14,292,138,1
3265,1313.85,328.46,4,7,0.15,2023-04-13,2024-08-15,490,137,0
3266,2758.88,551.78,5,15,0.07,2023-12-12,2024-09-01,264,120,0
3267,1167.56,233.51,5,8,0.13,2024-03-18,2024-07-17,121,166,0
3268,582.36,116.47,5,6,0.21,2023-03-22,2024-10-26,584,65,0
3269,1054.5,351.5,3,3,0.16,2024-02-06,2024-11-23,291,37,0
3270,1224.59,306.15,4,5,0.07,2023-01-19,2024-06-24,522,189,0
3271,2628.88,876.29,3,7,0.14,2023-02-16,2024-11-04,627,56,0
3272,1589.85,176.65,9,14,0.19,2023-02-09,2024-08-21,559,131,0
3273,1996.73,665.58,3,4,0.13,2023-02-18,2024-05-02,439,242,0
3274,1664.68,277.45,6,12,0.09,2023-01-26,2024-11-01,645,59,0
3275,5202.87,1040.57,5,8,0.15,2024-03-21,2024-09-18,181,103,1
3276,1190.55,198.42,6,8,0.15,2023-04-23,2024-05-21,394,223,0
3277,27.03,27.03,1,1,0.37,2024-07-26,2024-07-26,0,157,0
3278,3913.59,782.72,5,9,0.1,2023-03-12,2024-10-05,573,86,1
3279,405.47,67.58,6,7,0.14,2023-02-18,2024-11-04,625,56,0
3280,4417.1,736.18,6,13,0.09,2023-03-14,2024-05-07,420,237,1
3281,2286.08,457.22,5,10,0.07,2023-03-07,2024-12-13,647,17,0
3282,912.54,182.51,5,6,0.13,2023-07-22,2024-05-20,303,224,0
3283,9937.51,1242.19,8,16,0.07,2023-03-12,2024-02-27,352,307,1
3284,1118.23,223.65,5,9,0.12,2023-04-17,2024-12-17,610,13,0
3285,6537.93,933.99,7,12,0.16,2023-02-23,2024-11-19,635,41,1
3286,389.99,389.99,1,2,0.1,2023-12-06,2023-12-06,0,390,0
3287,53.52,17.84,3,4,0.23,2023-02-10,2024-04-03,418,271,0
3288,1646.04,329.21,5,7,0.14,2023-03-02,2024-12-10,649,20,0
3289,1221.88,305.47,4,6,0.1,2023-02-19,2024-09-16,575,105,0
3290,183.46,61.15,3,4,0.11,2023-07-03,2024-11-27,513,33,0
3291,2282.04,380.34,6,8,0.1,2023-02-02,2024-03-29,421,276,0
3292,2652.13,331.52,8,10,0.13,2023-02-10,2024-08-06,543,146,0
3293,2648.35,331.04,8,11,0.15,2023-04-07,2024-12-09,612,21,1
3294,4119.05,686.51,6,10,0.2,2023-01-12,2024-08-25,591,127,1
3295,900.72,300.24,3,6,0.12,2023-05-20,2024-12-27,587,3,0
3296,2418.89,403.15,6,9,0.08,2023-05-01,2024-06-03,399,210,0
3297,1462.37,162.49,9,13,0.14,2023-02-13,2024-10-08,603,83,0
3298,192.69,96.34,2,2,0.2,2023-09-06,2024-04-06,213,268,0
3299,818.25,409.12,2,3,0.05,2024-05-15,2024-05-20,5,224,0
3300,684.75,684.75,1,2,0.3,2023-10-08,2023-10-08,0,449,0
3301,4742.76,790.46,6,12,0.12,2023-01-23,2024-12-11,688,19,1
3302,555.57,92.59,6,8,0.15,2023-04-04,2024-09-28,543,93,0
3303,592.01,98.67,6,6,0.08,2023-05-02,2024-11-04,552,56,0
3304,1307.56,217.93,6,10,0.2,2023-08-28,2024-09-25,394,96,0
3305,3745.2,624.2,6,12,0.07,2023-02-25,2024-11-28,642,32,1
3306,2771.04,461.84,6,10,0.15,2023-04-27,2024-10-05,527,86,0
3307,3246.7,649.34,5,8,0.15,2023-08-28,2024-12-06,466,24,1
3308,324.54,162.27,2,2,0.11,2023-03-13,2024-06-20,465,193,0
3309,900.37,150.06,6,7,0.1,2023-03-31,2024-11-19,599,41,0
3310,92.09,30.7,3,4,0.21,2023-04-08,2024-01-01,268,364,0
3311,731.58,146.32,5,12,0.17,2023-01-01,2023-06-19,169,560,0
3312,4314.03,862.81,5,11,0.09,2023-05-13,2024-12-15,582,15,1
3313,626.1,156.52,4,7,0.22,2023-02-17,2024-12-02,654,28,0
3314,1366.66,341.66,4,8,0.13,2023-04-20,2024-06-17,424,196,0
3315,782.5,195.62,4,5,0.13,2023-03-22,2024-12-12,631,18,0
3316,5274.24,753.46,7,13,0.12,2023-04-13,2024-05-16,399,228,1
3317,3680.83,460.1,8,11,0.13,2023-05-19,2024-12-21,582,9,1
3318,362.47,120.82,3,6,0.07,2023-01-18,2024-10-08,629,83,0
3319,8638.69,1079.84,8,14,0.09,2023-01-25,2024-08-12,565,140,1
3320,1643.7,410.92,4,5,0.08,2024-01-31,2024-10-31,274,60,0
3321,2831.45,707.86,4,11,0.03,2023-07-14,2024-09-13,427,108,1
3322,3046.55,609.31,5,8,0.13,2023-11-30,2024-09-23,298,98,1
3323,1208.97,402.99,3,6,0.08,2023-01-16,2024-03-11,420,294,0
3324,622.04,103.67,6,7,0.14,2023-04-06,2024-09-29,542,92,0
3325,784.8,392.4,2,3,0.03,2023-11-19,2024-06-21,215,192,0
3326,2046.6,409.32,5,8,0.13,2023-06-19,2024-08-09,417,143,0
3327,1728.21,216.03,8,10,0.09,2023-04-17,2024-11-10,573,50,0
3328,176.81,88.4,2,2,0.23,2023-02-22,2024-03-28,400,277,0
3329,2279.55,569.89,4,6,0.16,2023-02-27,2024-11-07,619,53,0
3330,3403.88,486.27,7,14,0.16,2023-03-16,2024-12-29,654,1,1
3331,383.92,383.92,1,2,0.31,2023-07-18,2023-07-18,0,531,0
3332,1252.1,313.02,4,7,0.1,2023-04-17,2024-04-05,354,269,0
3333,3064.9,612.98,5,8,0.12,2023-09-16,2024-09-08,358,113,1
3334,1843.78,460.95,4,9,0.16,2023-02-08,2023-10-13,247,444,0
3335,1951.71,390.34,5,10,0.14,2023-01-13,2024-11-05,662,55,0
3336,1337.26,191.04,7,12,0.08,2023-12-06,2024-11-08,338,52,0
3337,2328.13,388.02,6,9,0.09,2023-02-15,2024-04-24,434,250,0
3338,1637.73,409.43,4,5,0.15,2023-04-29,2024-05-13,380,231,0
3339,2697.68,449.61,6,12,0.08,2023-01-15,2024-12-17,702,13,1
3340,1642.55,205.32,8,17,0.14,2023-01-25,2024-11-12,657,48,0
3341,2730.91,455.15,6,9,0.13,2023-01-24,2024-11-06,652,54,0
3342,87.89,43.94,2,2,0.28,2023-01-02,2024-11-17,685,43,0
3343,1316.19,219.36,6,10,0.17,2023-04-19,2024-08-22,491,130,0
3344,1725.14,431.28,4,8,0.15,2023-03-05,2024-03-03,364,302,0
3345,2104.76,350.79,6,10,0.1,2023-05-14,2024-08-25,469,127,0
3346,3134.35,626.87,5,7,0.18,2023-05-30,2024-08-20,448,132,0
3347,1957.39,279.63,7,11,0.13,2023-01-24,2024-11-27,673,33,0
3348,1372.18,228.7,6,8,0.12,2023-03-11,2024-04-12,398,262,0
3349,4567.78,652.54,7,14,0.14,2023-02-03,2024-10-29,634,62,1
3350,1619.33,539.78,3,4,0.14,2023-05-30,2024-04-09,315,265,0
3351,193.23,64.41,3,4,0.23,2023-10-29,2024-08-25,301,127,0
3352,7005.09,1401.02,5,11,0.05,2023-06-07,2024-07-29,418,154,1
3353,2386.18,477.24,5,10,0.2,2023-05-14,2024-12-19,585,11,0
3354,5092.55,848.76,6,9,0.07,2023-04-13,2024-10-07,543,84,1
3355,2920.15,365.02,8,18,0.13,2023-08-12,2024-05-19,281,225,0
3356,1054.57,351.52,3,6,0.12,2023-01-31,2023-12-25,328,371,0
3357,1053.84,263.46,4,6,0.09,2023-01-12,2024-02-25,409,309,0
3358,2220.95,444.19,5,8,0.18,2023-05-18,2024-08-10,450,142,0
3359,701.82,350.91,2,4,0.22,2023-03-20,2024-08-14,513,138,0
3360,1423.65,711.82,2,3,0.29,2024-03-16,2024-07-26,132,157,0
3361,1028.84,257.21,4,8,0.06,2023-05-03,2024-09-29,515,92,0
3362,641.79,320.9,2,4,0.19,2023-08-20,2024-08-16,362,136,0
3363,3570.4,595.07,6,10,0.13,2023-05-03,2024-11-29,576,31,1
3364,6566.4,547.2,12,23,0.13,2023-01-19,2024-12-13,694,17,1
3365,3412.05,341.21,10,18,0.13,2023-02-06,2024-06-17,497,196,1
3366,1415.31,235.89,6,8,0.13,2023-10-17,2024-11-13,393,47,0
3367,1974.68,394.94,5,8,0.09,2023-01-18,2024-03-19,426,286,0
3368,1427.8,203.97,7,11,0.1,2023-02-06,2024-09-20,592,101,0
3369,4142.09,517.76,8,13,0.08,2023-02-15,2024-12-20,674,10,1
3370,2724.03,454.01,6,7,0.18,2023-02-25,2024-11-27,641,33,0
3371,591.61,98.6,6,10,0.18,2023-05-03,2024-12-27,604,3,0
3372,6072.54,867.51,7,17,0.06,2023-02-20,2024-11-26,645,34,1
3373,1652.87,206.61,8,12,0.12,2023-04-18,2024-11-08,570,52,0
3374,1816.21,454.05,4,7,0.11,2024-05-28,2024-11-09,165,51,0
3375,2348.91,587.23,4,5,0.18,2023-08-20,2024-08-28,374,124,0
3376,885.22,126.46,7,11,0.15,2023-01-26,2024-10-20,633,71,0
3377,3619.18,301.6,12,16,0.2,2023-01-14,2024-09-01,596,120,1
3378,512.38,170.79,3,4,0.24,2023-03-08,2024-12-26,659,4,0
3379,2473.12,412.19,6,8,0.14,2023-04-21,2024-11-10,569,50,0
3380,7692.56,769.26,10,21,0.11,2023-06-12,2024-11-28,535,32,1
3381,853.15,213.29,4,7,0.07,2023-05-04,2024-12-17,593,13,0
3382,4489.93,641.42,7,14,0.16,2023-02-22,2024-09-13,569,108,1
3383,650.77,130.15,5,8,0.07,2023-03-26,2023-11-02,221,424,0
3384,2255.16,322.17,7,10,0.11,2023-03-22,2024-12-19,638,11,0
3385,3375.63,421.95,8,14,0.09,2023-01-01,2024-11-30,699,30,1
3386,2241.05,560.26,4,6,0.06,2023-10-05,2024-05-27,235,217,0
3387,3546.96,591.16,6,9,0.14,2023-02-05,2024-02-20,380,314,1
3388,397.52,198.76,2,4,0.12,2023-12-19,2024-06-11,175,202,0
3389,3997.3,499.66,8,15,0.11,2023-04-25,2024-11-05,560,55,1
3390,2013.21,251.65,8,12,0.14,2023-01-11,2024-07-13,549,170,0
3391,817.5,204.38,4,8,0.23,2023-07-11,2024-04-16,280,258,0
3392,1998.28,333.05,6,11,0.09,2023-07-14,2024-10-21,465,70,0
3393,1369.5,228.25,6,10,0.08,2023-01-28,2024-11-09,651,51,0
3394,2513.95,418.99,6,12,0.13,2023-07-26,2024-09-04,406,117,0
3395,2446.88,349.55,7,12,0.09,2023-06-28,2024-04-12,289,262,0
3396,1765.99,353.2,5,7,0.16,2023-07-12,2024-06-03,327,210,0
3397,3590.43,512.92,7,15,0.12,2023-01-24,2024-05-12,474,232,1
3398,5200.27,520.03,10,16,0.14,2023-01-13,2024-11-04,661,56,1
3399,271.36,271.36,1,1,0.39,2023-10-29,2023-10-29,0,428,0
3400,1972.58,281.8,7,13,0.17,2023-01-23,2024-12-12,689,18,0
3401,1269.31,211.55,6,11,0.1,2023-02-26,2024-04-21,420,253,0
3402,2315.03,578.76,4,8,0.12,2023-10-23,2024-06-14,235,199,0
3403,192.83,48.21,4,4,0.04,2023-06-28,2024-02-29,246,305,0
3404,809.55,202.39,4,9,0.12,2023-01-13,2024-03-12,424,293,0
3405,482.59,120.65,4,6,0.07,2023-01-12,2024-07-03,538,180,0
3406,64.05,32.02,2,2,0.11,2023-04-15,2024-12-19,614,11,0
3407,3604.91,400.55,9,12,0.13,2023-02-26,2024-12-24,667,6,1
3408,3896.99,556.71,7,10,0.16,2023-10-16,2024-12-26,437,4,1
3409,380.17,95.04,4,8,0.07,2023-03-02,2024-11-08,617,52,0
3410,498.54,99.71,5,9,0.07,2023-03-31,2024-12-22,632,8,0
3411,2081.92,520.48,4,6,0.05,2023-06-14,2024-11-19,524,41,0
3412,1942.85,388.57,5,8,0.17,2023-09-09,2024-10-27,414,64,0
3413,754.66,107.81,7,9,0.14,2023-08-31,2024-11-06,433,54,0
3414,3445.46,430.68,8,14,0.14,2023-02-25,2024-10-29,612,62,1
3415,3180.32,212.02,15,22,0.18,2023-02-25,2024-09-13,566,108,1
3416,2487.55,310.94,8,14,0.11,2023-02-20,2024-06-06,472,207,0
3417,210.82,52.7,4,6,0.12,2023-02-25,2024-10-09,592,82,0
3418,8309.96,1038.75,8,16,0.18,2023-02-07,2024-12-17,679,13,1
3419,3415.5,310.5,11,21,0.11,2023-03-19,2024-12-04,626,26,1
3420,1405.84,351.46,4,9,0.11,2023-02-01,2024-08-31,577,121,0
3421,4055.56,450.62,9,15,0.13,2023-05-22,2024-11-14,542,46,1
3422,1870.74,233.84,8,12,0.14,2023-03-14,2024-11-11,608,49,0
3423,3697.74,410.86,9,16,0.18,2023-01-10,2024-10-21,650,70,1
3424,2330.93,388.49,6,9,0.18,2023-04-21,2024-03-12,326,293,0
3425,7447.16,1489.43,5,10,0.07,2023-03-22,2024-10-11,569,80,1
3426,3144.48,524.08,6,9,0.13,2023-04-02,2024-12-11,619,19,1
3427,1697.25,242.46,7,10,0.12,2023-08-06,2024-10-22,443,69,0
3428,6131.15,557.38,11,17,0.1,2023-04-27,2024-12-25,608,5,1
3429,6193.65,1238.73,5,11,0.11,2023-02-13,2024-04-18,430,256,1
3430,2578.07,429.68,6,9,0.11,2023-08-11,2024-07-31,355,152,0
3431,4153.74,692.29,6,15,0.11,2023-01-10,2024-10-02,631,89,1
3432,884.23,176.85,5,8,0.12,2023-08-12,2024-11-08,454,52,0
3433,1454.92,242.49,6,8,0.13,2023-03-27,2024-03-18,357,287,0
3434,1228.65,245.73,5,7,0.19,2023-01-23,2024-12-23,700,7,0
3435,1611.2,322.24,5,6,0.13,2023-05-17,2024-06-09,389,204,0
3436,1588.87,397.22,4,5,0.16,2023-02-10,2024-11-23,652,37,0
3437,1386.33,346.58,4,8,0.05,2023-10-16,2024-04-03,170,271,0
3438,340.61,85.15,4,5,0.14,2023-04-19,2024-06-14,422,199,0
3439,2612.88,522.58,5,9,0.15,2023-09-08,2024-11-06,425,54,0
3440,1345.4,192.2,7,10,0.13,2023-05-02,2024-06-02,397,211,0
3441,2684.62,536.92,5,8,0.18,2023-06-04,2024-11-25,540,35,0
3442,49.55,24.78,2,3,0.24,2023-07-06,2024-10-28,480,63,0
3443,2107.62,421.52,5,7,0.17,2023-04-13,2023-10-10,180,447,0
3444,1301.71,325.43,4,6,0.16,2023-09-01,2024-08-09,343,143,0
3445,2154.08,1077.04,2,4,0.1,2023-01-20,2024-01-15,360,350,0
3446,3183.75,318.38,10,15,0.11,2023-02-02,2024-09-29,605,92,1
3447,1546.89,257.82,6,8,0.14,2023-01-14,2024-12-12,698,18,0
3448,1364.68,341.17,4,8,0.12,2023-07-31,2024-11-04,462,56,0
3449,2833.31,944.44,3,6,0.24,2023-09-21,2024-01-29,130,336,0
